Time,bitfinex,campbx,cex.io,coinbase,exmo,gemini,hitbtc,itbit,others,therocktrading
2017-11-28 00:00:00 UTC,9830.00414310196,,10068.3577793594,9892.90363571767,9726.23154415896,9857.69746958552,9839.00508281073,9856.01736193661,9726.140932290518,9885.67951190476
2017-11-29 00:00:00 UTC,10382.0595478142,10800.0,10950.1653178092,10475.1931082052,10325.2697441909,10444.1201967864,10383.4419790624,10413.8618692552,10313.800748947166,10519.6163308324
2017-11-30 00:00:00 UTC,9803.43185817506,,10414.2005610784,9999.4772674959,9883.55856739174,9976.32947064012,9799.11515885698,9940.52165234628,9864.26399661609,10001.69671633
2017-12-01 00:00:00 UTC,10166.768797408,,10645.8020277435,10192.5999775563,10114.2270698367,10178.126308871,10167.0752358784,10178.8204621183,10155.6569363502,10192.1830372475
2017-12-02 00:00:00 UTC,10925.7197755284,9500.0,11418.6135555176,10952.4636407723,10799.4683389271,10947.626307738,10927.0861330618,10936.5806534713,10878.032557105267,10976.6178813131
2017-12-03 00:00:00 UTC,11262.8898565816,10800.0,11727.6361730689,11309.7741997042,11200.6999613463,11339.7008220511,11270.480183983,11249.0689368967,11224.721183892232,11292.6087894936
2017-12-04 00:00:00 UTC,11319.6480898664,9430.555,11958.5809842489,11392.1593706949,11345.1557875076,11365.7067147893,11318.55098237,11333.7987293494,11304.0731491232,11388.7046876417
2017-12-05 00:00:00 UTC,11656.3185048907,,12243.2126687981,11719.0153956801,11664.5761272209,11708.6694146154,11656.4576077685,11676.6173853957,11612.475096058866,11686.1249833718
2017-12-06 00:00:00 UTC,12526.3338957378,11400.0,13377.1595747642,12732.3432257651,12790.1811966875,12612.3562609475,12551.015476734,12588.3908167694,12527.527897403199,12732.5036912879
2017-12-07 00:00:00 UTC,14657.1604695507,15900.0,16099.4840689821,15482.8779967237,15425.206447409,14997.3342209012,14707.7883992985,14910.4256230756,14725.068071985434,15163.3815834424
2017-12-08 00:00:00 UTC,15412.350183115,16900.0,16844.3288750357,16126.8207460347,15860.6102261682,15777.4930755894,15391.3759474627,15673.9739141909,15392.8884139954,15985.7090306122
2017-12-09 00:00:00 UTC,14799.7095338132,16800.0,15961.6400032942,15557.7151358449,14855.5503299413,15577.1824562487,14797.1013437076,15344.4128986709,14838.1884624617,15207.6181259157
2017-12-10 00:00:00 UTC,14204.3476312837,,15315.7193427875,14779.5252970069,14636.2837276588,14657.6156342196,14194.5748002585,14672.6307329,14209.448480276633,14767.1841376488
2017-12-11 00:00:00 UTC,16372.7083099109,15400.0,17147.3098394183,16696.4695812338,16404.3379754692,16658.8141499625,16357.250909351,16655.3773734818,16207.062443309367,16352.6898806244
2017-12-12 00:00:00 UTC,16884.548789481,,17436.476794002,17151.1211357298,16516.1179871037,17000.0807541039,16648.7284774596,16994.5614476622,16696.406403730434,17057.1368057251
2017-12-13 00:00:00 UTC,16581.1674879874,13350.0,17385.5595803376,17121.2792125755,16354.547584427,16948.0548976339,16145.0329241642,16923.3013904723,16488.507811030566,16839.9449047619
2017-12-14 00:00:00 UTC,16375.5563537555,,17272.9694951223,16787.5252950169,16253.9595805979,16581.840591957,16090.5012225265,16573.6756336927,16247.478595780065,16570.9820571429
2017-12-15 00:00:00 UTC,17475.9459888052,13350.0,18446.717060947,17557.6227442108,17486.0360292467,17532.6010419128,17368.6772135959,17444.7977639679,17276.908737184833,17468.9991666667
2017-12-16 00:00:00 UTC,18210.8757613669,13350.0,19424.6231455577,18473.3376424182,18242.8231752415,18604.5578846864,18047.0123930532,18303.5258180825,18082.712545533734,18856.4855617647
2017-12-17 00:00:00 UTC,19270.695592076,18500.0,20748.0180951782,19532.6923698148,19334.0482171891,19455.8345018067,19048.6957876301,19297.3299125117,19078.564937740633,19498.7475
2017-12-18 00:00:00 UTC,18637.4135803546,16783.3333333333,20441.4943210428,18870.0016329673,18784.2138771798,18817.8602920319,18560.8038527898,18763.8089450923,18628.29550906097,18781.0971428571
2017-12-19 00:00:00 UTC,18117.5289459138,,20206.4926798975,18391.3666326394,18217.1482754296,18304.9984730377,18025.9579626435,18246.3163280115,18234.280945573762,18269.5752222222
2017-12-20 00:00:00 UTC,16638.8993382491,15000.0,18706.8496024398,16837.6248772056,16904.6464157965,16771.8955108388,16444.2464535335,16773.8120021111,16677.53638392787,16915.6968934911
2017-12-21 00:00:00 UTC,16150.8067544829,15000.0,17856.9728212787,16343.3145664819,16120.2319558394,16263.6797652103,15917.644626634,16282.0556876295,16053.658062676534,16135.5475
2017-12-22 00:00:00 UTC,13368.5090727171,13762.5,15445.3204994721,13893.5930314475,14128.2300281728,13815.8304584154,13524.7995774086,13979.3219039882,13768.259975464367,13391.8525657675
2017-12-23 00:00:00 UTC,14168.5333140691,,16862.8564870832,15098.9151392375,15256.0528989231,14929.2556715035,14209.5785459964,14915.4291853449,14720.781131783466,14781.27625
2017-12-24 00:00:00 UTC,12917.9894494268,,15548.3838427523,14157.1988223657,14180.176489097,13831.2284963431,12914.6059397405,13739.3759407946,13565.938320116367,13799.7140959596
2017-12-25 00:00:00 UTC,13548.3608651717,,15793.3655125161,14184.0692114542,14286.248757678,14052.4700884287,13555.016539559,13998.8946051891,13843.843136658868,14058.75
2017-12-26 00:00:00 UTC,15072.2569146565,,16823.7273004944,15366.8391996732,15622.0563872957,15280.0470248766,15091.3640409122,15253.302241016,15198.021634993967,15764.7185833333
2017-12-27 00:00:00 UTC,15578.3118618208,,17148.2204990795,15639.3121556913,16186.5822971062,15621.4571157217,15589.1424444878,15615.204180633,15540.959426358035,15409.7111268939
2017-12-28 00:00:00 UTC,14069.2123658197,15300.0,16109.5815314601,14274.5744439086,15445.0812311387,14227.8704035818,14087.505652723,14220.5632107536,14233.591503353433,14246.8725
2017-12-29 00:00:00 UTC,14453.1639681261,,15570.2940418481,14557.2782959305,15252.515762123,14534.3394382274,14450.7356537429,14532.6030815852,14501.809006595635,14280.4351428571
2017-12-30 00:00:00 UTC,12899.5035798431,11000.0,14335.7786023876,13578.2563820228,14096.5858523804,13457.0502783883,12923.1166157683,13445.0882078899,13179.56356460583,13138.0454217172
2017-12-31 00:00:00 UTC,13223.393467395,9125.0,14747.4814541447,13385.2833238618,14486.5167545384,13277.0945564863,13212.7902729376,13317.109492715,13275.035510047966,14117.6373611111
2018-01-01 00:00:00 UTC,13362.4642494322,,15166.0882997521,13425.3355271258,14494.0324287653,13334.3732099402,13356.7989806516,13401.9991810994,13433.490525345866,13608.4975
2018-01-02 00:00:00 UTC,13848.7442567703,,15494.2357635215,13901.2755854812,14548.9785305055,13788.0306348975,13828.9757049193,13895.8577623281,13859.436163622968,14008.7847619048
2018-01-03 00:00:00 UTC,14946.1796599275,,16032.3464268109,14991.1071952551,15379.5999746847,14973.841494075,14913.9360308375,14974.7621269714,14936.885731797165,14888.1706
2018-01-04 00:00:00 UTC,14780.332284518,,15914.4298013554,14850.3091998602,15106.0078863963,14820.4216910022,14727.2455721394,14825.7200238107,14779.718854977235,
2018-01-05 00:00:00 UTC,15812.9876703723,,16994.4876347099,15797.3625568825,16595.5030993632,15807.8302101771,15787.7393733508,15814.9879900243,15744.4863257753,
2018-01-06 00:00:00 UTC,16689.852263266,,17893.6344025497,16661.1570638571,17499.9462109097,16674.9480108833,16676.3703824407,16711.2641275066,16548.912032798402,
2018-01-07 00:00:00 UTC,16514.5450209479,,17982.1349239602,16519.0296963476,17502.783289587,16493.0923041577,16507.4316115546,16514.256257632,16457.25661511913,
2018-01-08 00:00:00 UTC,15250.3568851263,,17108.3216241263,15311.1657274244,16572.3922163954,15293.7760536772,15256.749062534,15291.9988474525,15276.2631977313,
2018-01-09 00:00:00 UTC,14834.4627880222,,16448.7919783985,14883.777780109,16044.9996756751,14869.0623798103,14857.8504389078,14862.0417926399,14872.575790194132,
2018-01-10 00:00:00 UTC,14148.5374200098,12000.0,15649.7602361842,14225.376508351,15526.3901713386,14203.6377390891,14150.364787153,14197.4363156552,14180.4452255306,
2018-01-11 00:00:00 UTC,13657.6628177344,,15093.7609180247,13694.3100519392,15155.9004619369,13678.8628374707,13655.9517754982,13689.654772026,13709.954193127602,
2018-01-12 00:00:00 UTC,13636.5179885184,12000.0,14977.0387818662,13656.7362600431,15130.0953929054,13654.4041270487,13634.011536091,13679.3506008195,13574.3387350891,
2018-01-13 00:00:00 UTC,14213.4413925289,12800.0,15395.3806898813,14216.9023174609,15413.7483798756,14228.7633071536,14210.3930623478,14231.8327729824,14235.4688482783,
2018-01-14 00:00:00 UTC,13616.64627279,,14953.5388631177,13687.576049985,14990.4753932357,13658.5371354821,13613.0968991186,13657.4079346692,13713.87497429837,
2018-01-15 00:00:00 UTC,13775.5625439858,,14914.2313500579,13784.3770083239,15124.1986963856,13767.0011321902,13768.2674864445,13787.4205979932,13800.496514952667,
2018-01-16 00:00:00 UTC,11952.9624162208,12858.3333333334,13059.3829885005,12145.8825561853,13867.0181172269,12076.6943294084,11956.8268301914,12105.2833490409,12158.3144333867,
2018-01-17 00:00:00 UTC,10490.7414723347,,11238.8231029562,10694.2163264272,11721.4903793303,10681.9533693766,10514.6856433523,10674.5969468055,10669.064165275935,
2018-01-18 00:00:00 UTC,11305.3241390627,,12170.3206579971,11477.2183105449,12603.6280681779,11475.7458427884,11301.1315508196,11499.8268273361,11509.407232737802,
2018-01-19 00:00:00 UTC,11329.0054094671,,12212.1779577868,11491.2424001466,12821.5832193314,11506.6308563379,11299.0865488601,11535.1989017677,11494.4536934045,
2018-01-20 00:00:00 UTC,12428.3507007758,,13197.9601635766,12433.0692729091,13665.8669079567,12472.3627464334,12407.2451351886,12460.1056203666,12464.506467766434,
2018-01-21 00:00:00 UTC,11832.0413178259,,12730.5697215089,11871.971813906,13186.4325031879,11815.4378629464,11821.7271193304,11875.6359048385,11903.133785891934,
2018-01-22 00:00:00 UTC,11077.9952180554,11350.0,11929.8660644776,11088.8042629342,12447.9849211585,11084.3282377497,11076.7636793099,11096.660337545,11120.967117188333,
2018-01-23 00:00:00 UTC,10689.9673157263,,11460.5647551863,10691.4125672218,11565.2350355622,10699.0359652621,10688.9274651468,10712.2378099617,10724.2468724277,
2018-01-24 00:00:00 UTC,10994.298816706,,11730.0226589136,10975.250203606,11852.2262971808,10992.879024474,10995.7470915941,10999.7188528965,10986.275447075,
2018-01-25 00:00:00 UTC,11287.773674182,,11942.7220541225,11257.617670673,12084.2133754926,11271.6063082229,11288.9685953359,11279.8725699434,11260.664056668133,
2018-01-26 00:00:00 UTC,10991.3664108,,11633.6688040117,10991.3840060992,11934.6603182514,10992.6266658114,10984.3973534161,10989.1212928407,10983.71413976163,
2018-01-27 00:00:00 UTC,11252.3697828541,,11814.2631866686,11181.1305935034,11994.0010338265,11210.4232540147,11243.1175866189,11239.7864263664,11204.271238089234,
2018-01-28 00:00:00 UTC,11804.8328900792,10000.0,12096.3190063406,11427.835217374,12209.8380423944,11556.5284190483,11811.7522665252,11629.6035485263,11577.588557981368,
2018-01-29 00:00:00 UTC,11386.2426843896,10000.0,11812.7223592568,11133.1580145824,11923.7360364237,11179.8719446678,11410.0940893221,11240.6231441477,11264.741566220298,
2018-01-30 00:00:00 UTC,10693.005756509,10000.0,11321.9999945951,10607.9064076926,11510.9630927115,10613.9015094057,10705.5560671022,10622.4471575161,10627.499856166534,
2018-01-31 00:00:00 UTC,10100.8961434075,9836.0,10602.6361485931,9977.87411847321,10693.6815883758,9977.0207863781,10116.3383899348,10002.5957712811,10005.124267183355,
2018-02-01 00:00:00 UTC,9645.02003434902,,9970.79954634986,9407.92162747483,10070.1273982727,9497.43313207297,9662.80679029131,9519.55269458543,9488.61382265721,
2018-02-02 00:00:00 UTC,8706.0969437084,8000.0,8847.37144240651,8548.78612024804,9129.25870121074,8554.37962766585,8739.13531747437,8554.30120126613,8560.85729687893,
2018-02-03 00:00:00 UTC,8958.75879865776,,9280.65453466847,8912.99260437131,9630.61894355734,8916.92313275759,8989.99802925495,8930.61164691849,8880.449047428527,
2018-02-04 00:00:00 UTC,8736.1212022307,,9163.45944380554,8730.28452271477,9447.77596674596,8714.86956895687,8792.92078480044,8728.72714036799,8709.914152948104,
2018-02-05 00:00:00 UTC,7644.69654262355,6900.0,7963.03126122995,7605.01675618744,8421.97912609876,7585.08063775468,7753.03558844094,7616.4758095899,7580.91383832099,
2018-02-06 00:00:00 UTC,6849.86796704536,,7000.90584049786,6816.45895358816,7329.9480839667,6820.26954336575,6928.40859158924,6828.24377999669,6806.596992037594,
2018-02-07 00:00:00 UTC,7869.77695568328,,8224.07914457597,7904.81353627081,8176.82665937105,7903.12659964188,7958.44608705416,7901.59331337575,7900.016505633484,
2018-02-08 00:00:00 UTC,8224.78212738221,,8480.18550092205,8203.63544004399,8551.50991259341,8205.73107652607,8292.30792914345,8212.96051269662,8182.313020710691,
2018-02-09 00:00:00 UTC,8264.86471683545,,8482.25154699508,8243.493418706,8563.31608387848,8254.07209501008,8363.57474831043,8259.03464226676,8236.369012227782,
2018-02-10 00:00:00 UTC,8626.76827004084,8118.0,8778.61181889493,8646.1278098285,8860.37682044981,8649.0002235935,8664.15675921907,8655.85013896201,8637.804028484368,
2018-02-11 00:00:00 UTC,8190.12849925174,,8380.62280464077,8196.99972892566,8499.0992652901,8192.69014451794,8195.49387982,8195.21390823494,8186.915488164283,
2018-02-12 00:00:00 UTC,8634.29978116897,8118.0,8743.04836082545,8620.5312944691,8762.60841554891,8628.64602112396,8633.09992767947,8630.65855960106,8596.991199581222,
2018-02-13 00:00:00 UTC,8602.9483396054,,8793.09321233959,8611.97526185419,8858.65772083598,8613.76224733318,8659.32873628377,8614.04072009733,8604.38234140265,
2018-02-14 00:00:00 UTC,9014.71622335727,,9207.9583644728,9019.83820741587,9131.51732249354,9028.74547751844,9044.79190744629,9031.52740347367,8995.16104623166,
2018-02-15 00:00:00 UTC,9778.23999115056,8864.0,10016.9831746487,9795.6209461992,9948.68876022312,9798.00494662822,9823.62665152105,9802.1000129204,9779.233770457082,
2018-02-16 00:00:00 UTC,10022.3300044848,10000.0,10223.6139604344,10016.9819649136,10217.6919395603,10015.8548349076,10065.1080398961,10024.3309217024,10007.6459286372,
2018-02-17 00:00:00 UTC,10664.0923587526,,10883.9321654547,10684.788780754,10807.1048033697,10687.4951796776,10706.2146601052,10683.0428553151,10648.368971360935,
2018-02-18 00:00:00 UTC,10670.2661729022,,10983.6799825067,10717.5727512057,10976.7330209592,10712.2160322553,10786.6743408071,10708.4081879409,10710.806187583834,
2018-02-19 00:00:00 UTC,10852.8982014897,,11072.4996623261,10852.6242807088,11037.4827659476,10855.8106228301,10951.6416628065,10854.5146827214,10858.862717089867,
2018-02-20 00:00:00 UTC,11475.5567547471,,11742.1331278165,11485.354374386,11718.4134366878,11486.5744847774,11712.4787665017,11494.2421321995,11487.582281757133,
2018-02-21 00:00:00 UTC,10758.9016114684,,11030.2564433664,10773.3286606975,11249.5836007547,10776.6772436146,11215.8834524073,10785.1346368906,10757.141366311002,
2018-02-22 00:00:00 UTC,10248.5961094196,,10439.1919319178,10261.2920787802,10680.0483618635,10269.8862930928,10673.614078017,10271.4924246701,10246.6908244503,
2018-02-23 00:00:00 UTC,9994.79744383187,,10204.0376091238,10000.631169462,10408.1332501194,10004.361820843,10244.0275061225,10016.9954218109,9984.018896732507,
2018-02-24 00:00:00 UTC,9889.63083645255,,10103.6961574206,9930.00669617927,10350.3518625317,9935.18755577844,10205.9499201101,9941.91550611821,9920.840003179917,
2018-02-25 00:00:00 UTC,9572.84784072121,,9802.71594348964,9591.18953429283,10113.5277072415,9590.87436072969,9845.00325568529,9591.65375509399,9570.275890262275,
2018-02-26 00:00:00 UTC,9891.6658701972,,10080.0765600163,9898.99359861736,10238.3781534667,9899.54720646009,10068.3803164814,9898.23487357577,9882.37798653211,
2018-02-27 00:00:00 UTC,10553.1705499572,,10735.3809350465,10540.3687398371,10784.1395283875,10547.358773706,10635.3432988131,10545.4509169541,10529.624131659633,
2018-02-28 00:00:00 UTC,10612.9840948967,,10798.9164661348,10606.6196446122,10898.2890212793,10608.3511133767,10754.1601618102,10611.7908898804,10619.0480344449,
2018-03-01 00:00:00 UTC,10660.5776699232,10000.0,10837.2185215898,10637.4055019326,10930.5786129793,10647.420506065,10779.5420226487,10641.0428804456,10602.254954945698,
2018-03-02 00:00:00 UTC,10989.0724364583,,11145.3834831779,10972.145272687,11188.9192804294,10980.0395539376,11170.9801146308,10972.8346160751,10937.896274942868,
2018-03-03 00:00:00 UTC,11361.8898865353,,11489.3776244893,11331.8863039779,11509.7968591909,11338.9316204144,11510.0978821661,11332.8777859194,11285.081999864602,
2018-03-04 00:00:00 UTC,11250.7552487768,,11446.6237959416,11237.6228802341,11456.9543246214,11242.7104538446,11426.4695846335,11240.2943005188,11188.831722724868,
2018-03-05 00:00:00 UTC,11525.5902540613,10000.0,11632.0157787574,11505.8366152782,11550.1872902341,11513.4283199735,11676.5039476955,11510.0760547884,11469.975412659865,
2018-03-06 00:00:00 UTC,10993.065399086,,11193.7138185397,10984.0979617826,11185.6243070684,10963.4087342874,11235.3769563947,10958.6050229598,11012.354493330133,
2018-03-07 00:00:00 UTC,10405.9749156837,,10675.004937638,10448.9563573258,10768.8823248769,10435.2511201652,10687.7793650422,10401.0429554367,10424.989039004467,
2018-03-08 00:00:00 UTC,9685.78109748944,,10012.5986758482,9695.41053638687,10246.5172722748,9722.08044422131,10056.1366414648,9692.28325352114,9693.425171850873,
2018-03-09 00:00:00 UTC,8917.4298509595,,9189.43769135063,8907.95309469618,9337.71154627987,8895.02377114828,9346.03333247832,8910.12270821425,8897.35784746368,
2018-03-10 00:00:00 UTC,9210.15274233655,,9513.38104166112,9233.9122084855,9588.31211429444,9241.49553466985,9457.55791876318,9244.67011728744,9210.307799485794,
2018-03-11 00:00:00 UTC,9042.67691787096,,9323.65348587995,9065.96557005114,9438.42001002003,9092.64619596466,9268.16968408638,9065.2274934642,9027.099590058924,
2018-03-12 00:00:00 UTC,9426.9223708294,,9685.75214422979,9429.12154948316,9745.90846547865,9428.05903086203,9610.56769452357,9431.45578631205,9417.606679253196,
2018-03-13 00:00:00 UTC,9144.69537996074,,9360.61334164854,9148.52119556402,9594.8619225523,9151.06849463906,9319.67732218512,9153.17523730224,9125.67433816004,
2018-03-14 00:00:00 UTC,8994.73863093118,,8931.71623652386,8753.85950389007,9263.33640012409,8757.37265281708,9020.13275207399,8764.25321856341,8738.318893448964,
2018-03-15 00:00:00 UTC,8101.34359465161,,8288.61183067478,8108.04552408158,8500.99134100932,8107.9923845127,8438.72526963819,8106.20086887935,8099.6396656330035,
2018-03-16 00:00:00 UTC,8307.09918600899,,8459.12411055723,8308.84159968906,8522.03215475122,8315.59482698534,8522.20264428347,8313.27851265015,8272.672554039005,
2018-03-17 00:00:00 UTC,8064.17534753123,,8230.39915883555,8074.17067443374,8292.41686178666,8075.86174930879,8335.9507936459,8075.73056030655,8051.817488892569,
2018-03-18 00:00:00 UTC,7665.76447606835,,7838.10823430385,7671.32131810449,7884.14958455128,7670.19383727623,8023.59362510176,7671.41013215492,7640.999383567109,
2018-03-19 00:00:00 UTC,8348.50189150515,,8493.86472413716,8352.03880722569,8473.58499720754,8354.03761730369,8600.16321683124,8358.03107320563,8308.168072308843,
2018-03-20 00:00:00 UTC,8606.08525792824,,8740.24157372073,8618.27592619419,8760.35421513486,8622.6467046086,8858.11933730075,8630.18458903948,8604.79782199714,
2018-03-21 00:00:00 UTC,8969.99586959055,,9102.16059583662,8979.19719667317,9204.67838067016,8982.86471543393,9216.3075068526,8992.9925381538,8978.39484064527,
2018-03-22 00:00:00 UTC,8776.8913900743,,8902.78215797926,8784.73533478031,8954.78540944878,8790.33907236628,8999.92477411567,8801.84875641019,8756.4955082862,
2018-03-23 00:00:00 UTC,8523.65080257054,,8628.25725679901,8525.73203468329,8766.86010823384,8530.71609395559,8756.74920256376,8541.44762717978,8490.07672449285,
2018-03-24 00:00:00 UTC,8853.41927764435,9050.0,8957.95710805922,8854.01322619372,9023.25197338174,8859.81919243829,9057.57052827025,8858.6248147615,8811.504661188597,
2018-03-25 00:00:00 UTC,8520.75675053194,,8666.83979831813,8525.47269301363,8798.22227526584,8527.29927309726,8706.76269390282,8533.47043911828,8545.159316929408,
2018-03-26 00:00:00 UTC,8199.39685742682,,8344.91448972799,8205.0010319882,8517.33854139004,8207.83642588364,8385.77000484582,8216.0584954953,8227.239221337462,
2018-03-27 00:00:00 UTC,7955.14994886096,7900.0,8139.21608519646,7962.73710683056,8334.84833663701,7963.95582435976,8122.41025821469,7962.26860243108,7958.45505389626,
2018-03-28 00:00:00 UTC,7909.74077388457,,8076.12474758308,7910.53172118633,8267.95446335451,7915.13069945706,8052.18584849343,7915.57674353301,7894.852469003473,
2018-03-29 00:00:00 UTC,7509.02501520359,10000.0,7696.61272729138,7509.7179167461,7820.70288597023,7511.90529768769,7690.98014092203,7510.70409736715,7497.645137621233,
2018-03-30 00:00:00 UTC,6885.79766544664,,7022.30324872167,6889.51437229144,7221.13805655986,6884.12598102261,7195.03885779883,6886.78975477228,6873.969243612123,
2018-03-31 00:00:00 UTC,7003.61360468932,,7100.47195347608,7007.60519144088,7268.23999792016,7001.81045554185,7230.03708744326,7004.58775779944,6978.6752492523,
2018-04-01 00:00:00 UTC,6791.88192595105,,6906.53928531703,6801.49080733467,7044.50880541791,6792.37759758635,7066.13390845114,6796.81248189718,6771.896400519186,
2018-04-02 00:00:00 UTC,6988.41308062689,,7073.37914791072,6984.25218315191,7156.50401748025,6985.27164546687,7239.8834667315,6987.65058794801,6964.98299038687,
2018-04-03 00:00:00 UTC,7328.3148558629,,7423.92337373776,7331.25291688404,7445.74150475171,7328.43974526249,7532.25411876725,7332.23091115203,7308.47847267241,
2018-04-04 00:00:00 UTC,7070.9319217461,,7165.06906572301,7070.31042745459,7197.81559472135,7074.75478797779,7322.17646451771,7077.43110736648,7096.75538806801,
2018-04-05 00:00:00 UTC,6755.13816397833,,6851.81566214474,6756.48055765078,6971.73079208592,6753.53466261781,7029.40357132157,6760.38582585119,6740.80591727318,
2018-04-06 00:00:00 UTC,6640.02702791355,,6704.00484173518,6647.56542476765,6853.01358489067,6643.94251889247,6882.81595119426,6650.71758874411,6607.400456824871,
