Time,bit-x,bitfinex,bitflyer,bithumb,bitstamp,coinbase,gemini,hitbtc,kraken,others
2017-11-12 00:00:00 UTC,1761.031,172712.471059862,57319.1692059406,86315.7731118507,44321.02256798,60637.3951516505,23521.2308677335,16068.9899999997,32511.31004179,43653.27021730009
2017-11-13 00:00:00 UTC,1929.407,110443.623094681,43428.65497851,82164.4851949004,33509.6925975599,43753.0145972098,16880.8795145728,11643.0999999999,20336.40776039,32729.444301703996
2017-11-14 00:00:00 UTC,1959.506,49482.76029047,16429.26070381,28698.7317978399,14604.5125358,22588.8153329498,7788.4866357248,8393.71999999997,11346.35941833,15382.77106862937
2017-11-15 00:00:00 UTC,2055.821,71616.0268328503,20693.26798847,62198.6067434602,20271.62873801,33071.9274277197,9344.98188469849,8701.23999999997,18026.55819971,27944.716646666802
2017-11-16 00:00:00 UTC,2716.596,85869.752983261,24044.6392024399,50994.2064699099,23557.63504389,30653.0783555901,7867.9989393434,8759.71999999996,17674.93182946,28077.332529847972
2017-11-17 00:00:00 UTC,2987.332,75935.9773637604,24388.9241647299,47658.04123158,21165.52264736,26899.4232517698,6185.5685460529,7685.34999999997,15141.34292211,23090.138765095682
2017-11-18 00:00:00 UTC,2461.949,40707.78063388,20018.1032672799,36748.3728585301,9051.75001046,15910.7056280599,4013.6503444318,8414.01999999995,7608.81733334,13293.5809268153
2017-11-19 00:00:00 UTC,2102.939,39114.0810318002,11318.56985351,22478.9474275999,10068.47932394,15617.47020677,3475.2862778082,7036.17999999996,8147.28029256,11865.52169049385
2017-11-20 00:00:00 UTC,2171.33,38281.50492472,10762.96657424,24705.93352076,10714.23475764,18527.59297824,6511.4656663959,7016.35999999994,8288.54904614,16100.174711257561
2017-11-21 00:00:00 UTC,2262.379,65388.1797417403,18850.47391043,29374.29611418,17095.20444697,31799.5689435999,8571.6361179323,7655.04999999993,12778.35781387,19846.523831982646
2017-11-22 00:00:00 UTC,2132.344,28821.8987733199,8055.88177596999,22971.1050195,10493.24163167,16040.52636466,3308.1331413769,6772.13999999997,6817.70485102,13933.82775729214
2017-11-23 00:00:00 UTC,2177.891,32131.52906014,9379.98411298998,25461.4219193999,10250.58935302,14217.0251377399,3457.321254978,8397.78999999995,7962.18467326,13192.94280262743
2017-11-24 00:00:00 UTC,2352.085,42834.0098405201,11150.78099644,36718.05662919,11878.44681508,16198.21485091,4769.2455793674,8669.62999999991,9902.41965484001,17806.012610786576
2017-11-25 00:00:00 UTC,2213.133,44275.6075925499,12155.3576313399,26050.6689807599,13803.98544819,18754.0345100799,5087.0566495731,7697.79999999994,7690.20198261,14059.200445971359
2017-11-26 00:00:00 UTC,1939.061,67602.7295508905,16756.4749194099,40942.1130641399,14901.95778835,33474.04299995,8532.9624595263,7326.78999999996,9017.99721758,20958.8630109845
2017-11-27 00:00:00 UTC,2360.248,66617.4222068004,15307.9355724099,39114.2411118701,17183.07674135,30168.8004305699,8081.4873209558,6692.78999999997,10844.33825526,21905.94077740122
2017-11-28 00:00:00 UTC,2255.571,47022.9151934799,17027.0557726599,49058.9022741801,14546.59124379,22417.0897723899,7940.1565772906,7120.15999999996,9389.71229931,21526.35981647793
2017-11-29 00:00:00 UTC,2488.865,182839.749305874,44882.4445362799,93012.1492791312,36940.04665771,82964.077772862,17642.0105275803,8934.9499999999,28992.6223562399,49885.2434684621
2017-11-30 00:00:00 UTC,2176.548,127670.427970712,34754.2372134898,82319.9142191306,31443.1930324599,49635.0650357697,23193.0253379452,7042.53999999996,19682.07018884,33168.74125743581
2017-12-01 00:00:00 UTC,2407.531,83244.3193749009,22588.0446628599,60172.2751405004,21332.7765148,38339.3592426399,12477.4983556313,6667.24999999998,13418.48615522,23431.370540673506
2017-12-02 00:00:00 UTC,2317.177,47589.60413017,16811.6648909498,41100.3321569202,11708.22078996,23548.5584661299,6316.9607774717,5728.04,7394.54951941,14494.353162472013
2017-12-03 00:00:00 UTC,2020.889,89132.8593533418,19476.5957733599,33714.04424286,18235.53543478,37147.0824194905,9362.2790345737,6569.95999999995,10987.32184593,18471.72309561133
2017-12-04 00:00:00 UTC,2591.108,62327.8000612102,14979.2817940399,25537.51705681,16641.98223926,23556.8206191599,7425.1748310176,5197.28,9555.00951451,16512.62235874318
2017-12-05 00:00:00 UTC,2178.5658,47863.1709488901,13052.9473892799,39386.9268653099,15244.14597893,20997.2573663699,7153.4699588237,5995.92999999997,8791.86588065,17517.908334757383
2017-12-06 00:00:00 UTC,2074.5501,82971.0232743404,26326.8825945998,75875.2055587413,26251.36901812,61578.4185709309,17501.6234013433,7491.90999999993,15385.1926688,33039.254904338915
2017-12-07 00:00:00 UTC,2768.1177,137937.627695054,44396.8240093499,93674.2416424524,35670.7743142998,98625.7769512531,25210.7177644577,7052.34999999992,19279.17643009,43125.71164621352
2017-12-08 00:00:00 UTC,4218.8266,121854.696238673,40564.2295831202,133176.121797146,31820.3802726199,80112.5996359726,22184.5954777462,8826.78999999991,14144.81326319,41765.790593055164
2017-12-09 00:00:00 UTC,4851.6417,76392.6057882809,24925.6276231697,90353.0869507119,21416.0104889999,50274.9343278705,8109.33222155929,8066.25999999993,9923.44063452,27581.367346369625
2017-12-10 00:00:00 UTC,5435.7749,105048.373307912,42562.5882180398,136572.888183175,23195.8888753999,61876.1955897211,15077.3463642843,11406.3299999998,12526.97859014,35979.47989578485
2017-12-11 00:00:00 UTC,4841.7941,76405.1420288404,26822.0353858397,72794.7595316412,21112.66885703,46817.6932799713,11136.8196908736,7271.67999999993,11221.76062253,26224.318352391107
2017-12-12 00:00:00 UTC,5098.6502,50925.6434425797,16785.4919375598,42097.6760644999,17771.08420137,45548.6002824402,9067.07479988668,6522.58999999995,9274.02127829,19924.88596105669
2017-12-13 00:00:00 UTC,5301.4994,61976.2128689404,16591.9506388098,39196.3270284903,21705.8214655299,37900.0776469698,11607.3578329271,5684.09999999997,8769.42530749,18119.818747310615
2017-12-14 00:00:00 UTC,5404.4276,45292.8086342697,9232.34359779994,34013.3918558201,17063.80092187,19756.6746543599,8702.8435243808,4466.73999999999,7212.15539894,15768.155352806121
2017-12-15 00:00:00 UTC,5218.705,61035.6961759998,16900.3632515198,55526.9537529707,23593.28506825,33496.1839095505,8311.7460525004,4957.57999999998,8385.48151943,21889.012520074957
2017-12-16 00:00:00 UTC,5180.6109,46218.4979943699,15084.3716862498,41259.8730814103,12864.49326863,29680.9235569396,5081.3526742289,4099.92999999999,7728.95228948,15595.947435637196
2017-12-17 00:00:00 UTC,5013.6841,50712.09150476,16862.5148821498,39479.1687360798,12090.78733251,25685.92816012,5561.39858430702,4492.09999999999,8047.9738714,15093.903016241371
2017-12-18 00:00:00 UTC,5419.838,53210.8552298205,17220.1794877099,31322.2635520098,18191.95062346,30683.0618229101,8258.1706818279,5085.88999999997,8542.26029504,15046.248278715622
2017-12-19 00:00:00 UTC,5408.4579,64798.9404604905,20434.1440071897,29086.9308463098,26825.82912561,38131.0241344101,12441.3202656175,7405.59999999993,12059.2356377,18789.22864265215
2017-12-20 00:00:00 UTC,5868.4584,80869.3509790707,24590.7941085798,31693.6870864399,39708.6191797699,58899.369817811,17000.4005402983,11142.8999999998,15107.6787964,25049.78949661629
2017-12-21 00:00:00 UTC,5222.7297,64901.2816867803,18625.6975661199,21897.4690221199,26928.98406385,35973.32779679,12169.768708031,7316.07999999989,13356.86688971,21144.309229799117
2017-12-22 00:00:00 UTC,2982.3018,171656.314963168,46894.8288241799,34548.8779781999,72757.6205523701,128436.322123677,41616.6507564348,13276.3599999996,28448.6932485399,35484.4515611595
2017-12-23 00:00:00 UTC,3921.2799,58847.9209667397,27494.4792784198,21459.1548065099,26819.13116393,38637.0758915596,7712.53317142899,5845.24999999997,10321.42738448,16244.65001194055
2017-12-24 00:00:00 UTC,5411.9678,71704.3406965699,22801.2997892299,16809.9519409699,22815.46489675,30960.1257228495,10661.6171264533,6228.73999999995,10113.04618074,15514.194238488331
2017-12-25 00:00:00 UTC,5427.534,44960.6666544397,13760.6819668099,15156.60218503,13764.10845161,18503.8382636698,5365.063074446,4810.21999999999,6855.8757986,9620.59050422908
2017-12-26 00:00:00 UTC,5384.3473,62642.78828396,19729.0777575798,43291.0517792502,18499.4089811099,24647.0230357698,7183.698610622,4524.65999999999,9425.93191026,17644.87925803246
2017-12-27 00:00:00 UTC,5413.6641,54017.3957704896,22195.2797170397,26049.4564437199,20041.21014057,27838.2999402498,9255.81956636029,4345.31,10050.47000987,14180.1606693169
2017-12-28 00:00:00 UTC,5049.7924,71605.6007043901,23055.6572087996,27876.46764531,21860.21249511,31604.1687697898,11001.1214723174,4585.69,12149.73918607,18151.98547459865
2017-12-29 00:00:00 UTC,5620.5741,47576.7224260996,14717.6088130398,19105.6457943099,17586.22449253,21228.5514284498,6391.623336907,4467.62999999999,8155.35340965,14685.57617953641
2017-12-30 00:00:00 UTC,4682.0505,74234.7371013906,18578.1552718197,13498.99363043,27434.2655986601,32989.7326828298,8734.65293340508,7097.98999999992,13007.52566753,15864.32514237889
2017-12-31 00:00:00 UTC,5247.9263,43254.41376747,21027.3311521097,14415.0527222299,14524.87155754,21820.5160616697,8176.3820677937,4844.17,7340.3886407,11136.516632522818
2018-01-01 00:00:00 UTC,5103.331,29564.9295522599,10832.0958090999,10615.24657125,9613.06442260001,14597.3983202599,4575.0059500073,4605.11,5991.73671755,7181.13074747113
2018-01-02 00:00:00 UTC,5132.5821,55320.7769524405,11070.0731043599,21905.195291,20025.71766379,31290.5878431599,8822.89821413388,5435.55999999998,10144.93121518,16537.805526041768
